week_start,demand,promo_flag,promo_lift,promo_carryover,holiday_flag,holiday_lead_flag,holiday_decay_flag,year,month,week_of_year,y_tr,demand_lag_1,demand_lag_2,demand_lag_4,demand_lag_8,demand_lag_12,demand_lag_52,demand_rolling_mean_4w,demand_rolling_std_4w,demand_rolling_mean_8w,demand_rolling_std_8w,demand_rolling_mean_12w,demand_rolling_std_12w,promo_flag_lag_1,promo_flag_lag_2,rolling_promo_rate_12w,sum_promos_4w,weeks_since_last_promo,sin_woy,cos_woy,sin_month,cos_month,year_progress,weeks_from_start,is_q4,is_holiday_season,week_of_month
2018-05-28,42,0,0.0,0.0,0,0,0,2018,5,22,3.7612001156935624,3.8066624897703196,3.9512437185814275,4.110873864173311,3.8501476017100584,3.9512437185814275,,3.9657279364747486,0.26475512165472215,4.086259962110873,0.22030533741636596,3.9773313738906597,0.24086874779577608,0,0,0.0,0.0,13.0,0.46472317204376906,-0.8854560256532096,0.49999999999999994,-0.8660254037844387,0.40273972602739727,21,0,0,4
2018-06-04,67,1,0.1670787515558358,0.0,0,0,0,2018,6,23,4.219507705176107,3.7612001156935624,3.8066624897703196,4.343805421853684,4.2626798770413155,3.7376696182833684,,3.934653507305354,0.20646624323446566,4.080863440627723,0.21585017520557478,4.017484547798388,0.23742167706568287,0,0,0.08333333333333333,1.0,0.0,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,0.42191780821917807,22,0,0,1
2018-06-11,35,0,0.0,0.0668220664633574,0,0,0,2018,6,24,3.58351893845611,4.219507705176107,3.7612001156935624,3.9512437185814275,4.219507705176107,3.7612001156935624,,3.8427223122740246,0.26901040911537616,4.001364844787723,0.268250467920736,4.0026777830286,0.2593826826603089,1,0,0.08333333333333333,1.0,1.0,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,0.4410958904109589,23,0,0,2
2018-06-18,36,0,0.0,0.0,0,0,0,2018,6,25,3.6109179126442243,3.58351893845611,4.219507705176107,3.8066624897703196,4.23410650459726,3.6888794541139363,,3.7937861679925007,0.2943658634292994,3.9234662707935932,0.2811818981027555,3.996180987906124,0.2687636747229178,0,1,0.08333333333333333,1.0,2.0,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,0.4602739726027397,24,0,0,3
2018-06-25,23,0,0.0,0.0,0,0,0,2018,6,26,3.1780538303479458,3.6109179126442243,3.58351893845611,3.7612001156935624,4.110873864173311,3.8501476017100584,,3.6479995966560965,0.42934187929361955,3.8068637665654226,0.37132807348781305,3.9401731736259484,0.3573814913914889,0,0,0.08333333333333333,1.0,3.0,-3.216245299353273e-16,-1.0,1.2246467991473532e-16,-1.0,0.4794520547945205,25,0,0,4
2018-07-02,38,0,0.0,0.0,0,0,0,2018,7,27,3.6635616461296463,3.1780538303479458,3.6109179126442243,4.219507705176107,4.343805421853684,4.2626798770413155,,3.509013081894482,0.22312552676576805,3.721833294599918,0.302272222238138,3.8902466543833083,0.3500036765771853,0,0,0.08333333333333333,0.0,4.0,-0.12053668025532283,-0.992708874098054,-0.4999999999999997,-0.8660254037844388,0.4986301369863014,26,0,0,1
2018-07-09,45,1,0.3889667618321835,0.0,0,0,0,2018,7,28,3.828641396489095,3.6635616461296463,3.1780538303479458,3.58351893845611,3.9512437185814275,4.219507705176107,,3.570293696402728,0.2774556325217199,3.7065080043383762,0.29190981635294366,3.8576744619927243,0.3344166298358573,0,0,0.16666666666666666,1.0,0.0,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388,0.5178082191780822,27,0,0,2
2018-07-16,50,0,0.0,0.155325073014298,0,0,0,2018,7,29,3.9318256327243257,3.828641396489095,3.6635616461296463,3.6109179126442243,3.8066624897703196,4.23410650459726,,3.6505206264227534,0.33379357737357146,3.722153397207627,0.30124936807225494,3.832484389336647,0.31426134776863146,1,0,0.16666666666666666,1.0,1.0,-0.3546048870425356,-0.9350162426854148,-0.4999999999999997,-0.8660254037844388,0.536986301369863,28,0,0,3
2018-07-23,25,0,0.0,0.0,0,0,0,2018,7,30,3.258096538021482,3.9318256327243257,3.828641396489095,3.1780538303479458,3.7612001156935624,4.110873864173311,,3.670531303341137,0.2963244504980909,3.659265449998617,0.3417273858015679,3.761419612157327,0.34087859943587323,0,1,0.16666666666666666,1.0,2.0,-0.46472317204376806,-0.8854560256532101,-0.4999999999999997,-0.8660254037844388,0.5561643835616439,29,0,0,4
2018-07-30,33,0,0.0,0.0,0,0,0,2018,7,31,3.5263605246161616,3.258096538021482,3.9318256327243257,3.6635616461296463,4.219507705176107,4.343805421853684,,3.6362310229627663,0.30520765623280555,3.572622052428624,0.25667626953927736,3.6932992040542008,0.29210447669927886,0,0,0.16666666666666666,1.0,3.0,-0.5680647467311556,-0.8229838658936566,-0.4999999999999997,-0.8660254037844388,0.5753424657534246,30,0,0,5
2018-08-06,51,1,0.1036463424069449,0.0,0,0,0,2018,8,32,3.9512437185814275,3.5263605246161616,3.258096538021482,3.828641396489095,3.58351893845611,3.9512437185814275,,3.6668816034858494,0.33561314757924954,3.618587649944289,0.28970721331511085,3.6932992040542003,0.29210447669927886,0,0,0.25,1.0,0.0,-0.663122658240795,-0.7485107481711013,-0.8660254037844385,-0.5000000000000004,0.5945205479452055,31,0,0,1
2018-08-13,47,0,0.0,0.0322429614299016,0,0,0,2018,8,33,3.871201010907891,3.9512437185814275,3.5263605246161616,3.9318256327243257,3.6109179126442243,3.8066624897703196,,3.6517254480317405,0.3206975729623018,3.651123037227247,0.30303186065153237,3.698677414148998,0.29496163001511705,1,0,0.25,1.0,1.0,-0.7485107481711011,-0.6631226582407952,-0.8660254037844385,-0.5000000000000004,0.6136986301369863,32,0,0,2
2018-08-20,37,0,0.0,0.0,0,0,0,2018,8,34,3.6375861597263857,3.871201010907891,3.9512437185814275,3.258096538021482,3.1780538303479458,3.7612001156935624,,3.7465978534579665,0.19815306149894873,3.7085645783995522,0.23688173279585634,3.6883762511517335,0.29473804712324503,0,1,0.25,1.0,2.0,-0.8229838658936564,-0.5680647467311559,-0.8660254037844385,-0.5000000000000004,0.6328767123287671,33,0,0,3
2018-08-27,35,0,0.0,0.0,0,0,0,2018,8,35,3.58351893845611,3.6375861597263857,3.871201010907891,3.5263605246161616,3.6635616461296463,4.219507705176107,,3.7608874569179536,0.17801440744955951,3.69855923994036,0.24071351706988714,3.6353771872584004,0.24322890564074437,0,0,0.16666666666666666,1.0,3.0,-0.8854560256532096,-0.4647231720437691,-0.8660254037844385,-0.5000000000000004,0.6520547945205479,34,0,0,4
2018-09-03,27,0,0.0,0.0,0,0,0,2018,9,36,3.332204510175204,3.58351893845611,3.6375861597263857,3.9512437185814275,3.828641396489095,3.58351893845611,,3.6061276548163974,0.2212077190232104,3.6365046291511236,0.2651385632102546,3.614434318234992,0.258443673296507,0,0,0.16666666666666666,0.0,4.0,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210297e-16,0.6712328767123288,35,0,0,1
2018-09-10,56,0,0.0,0.0,0,0,0,2018,9,37,4.04305126783455,3.332204510175204,3.58351893845611,3.871201010907891,3.9318256327243257,3.6109179126442243,,3.6490902190480625,0.29442248366825086,3.6504078335399015,0.2850083922181659,3.650445431167519,0.28649337232647965,0,0,0.16666666666666666,0.0,5.0,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,0.6904109589041096,36,0,0,2
2018-09-17,54,0,0.0,0.0,0,0,0,2018,9,38,4.007333185232471,4.04305126783455,3.332204510175204,3.6375861597263857,3.258096538021482,3.1780538303479458,,3.741526975424584,0.3435507048409898,3.744062414441275,0.25964992788161984,3.7195520440745624,0.26107632693835037,0,0,0.16666666666666666,0.0,6.0,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,0.7095890410958904,37,0,0,3
2018-09-24,32,0,0.0,0.0,0,0,0,2018,9,39,3.4965075614664802,4.007333185232471,4.04305126783455,3.58351893845611,3.5263605246161616,3.6635616461296463,,3.719774131177177,0.3592847009121302,3.7403307940475647,0.2634128990806089,3.705630870352632,0.2686764970927183,0,0,0.16666666666666666,0.0,7.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.7287671232876712,38,0,0,4
2018-10-01,40,0,0.0,0.0,0,0,0,2018,10,40,3.713572066704308,3.4965075614664802,4.007333185232471,3.332204510175204,3.9512437185814275,3.828641396489095,,3.8151160203094525,0.25866609113902406,3.710621837562925,0.24924895151082302,3.696041759537233,0.26592646309126255,0,0,0.08333333333333333,0.0,8.0,-0.992708874098054,0.1205366802553232,-0.8660254037844386,0.5000000000000001,0.7479452054794521,39,1,0,1
2018-10-08,23,0,0.0,0.0,0,0,0,2018,10,41,3.1780538303479458,3.713572066704308,3.4965075614664802,4.04305126783455,3.871201010907891,3.9318256327243257,,3.5988666609378015,0.3500300250050215,3.6239784399929316,0.30063306145098,3.633227442672535,0.2928318662160115,0,0,0.08333333333333333,0.0,9.0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,0.7671232876712328,40,1,0,2
2018-10-15,36,0,0.0,0.0,0,0,0,2018,10,42,3.6109179126442243,3.1780538303479458,3.713572066704308,4.007333185232471,3.6375861597263857,3.258096538021482,,3.4997628427907395,0.23207550447219152,3.6206449091076616,0.30060847136022034,3.6626292238910967,0.26843933853885327,0,0,0.08333333333333333,0.0,10.0,-0.9350162426854148,0.35460488704253557,-0.8660254037844386,0.5000000000000001,0.7863013698630137,41,1,0,3
2018-10-22,86,0,0.0,0.0,0,0,0,2018,10,43,4.465908118654584,3.6109179126442243,3.1780538303479458,3.4965075614664802,3.58351893845611,3.5263605246161616,,3.7421129820877654,0.5354340471295045,3.7309435566324707,0.4222936341195075,3.740924856727632,0.34977678780279137,0,0,0.08333333333333333,0.0,11.0,-0.8854560256532101,0.464723172043768,-0.8660254037844386,0.5000000000000001,0.8054794520547945,42,1,0,4
2018-10-29,33,0,0.0,0.0,0,0,0,2018,10,44,3.5263605246161616,4.465908118654584,3.6109179126442243,3.713572066704308,3.332204510175204,3.9512437185814275,,3.695310096565729,0.5468215294340546,3.7552130584375907,0.40115417663134534,3.7055179238971934,0.34805195960001106,0,0,0.0,0.0,12.0,-0.822983865893657,0.5680647467311548,-0.8660254037844386,0.5000000000000001,0.8246575342465754,43,1,0,5
2018-11-05,126,1,0.3909636480122918,0.0,0,0,0,2018,11,45,4.844187086458591,3.5263605246161616,4.465908118654584,3.1780538303479458,4.04305126783455,3.871201010907891,,4.111843410593391,0.646891449250969,3.8553550357655957,0.5541091934591361,3.786600096859751,0.47889708360834876,0,0,0.08333333333333333,1.0,0.0,-0.7485107481711011,0.6631226582407952,-0.5000000000000004,0.8660254037844384,0.8438356164383561,44,1,1,1
2018-11-12,55,0,0.0,0.1383219546253614,0,0,0,2018,11,46,4.02535169073515,4.844187086458591,3.5263605246161616,3.6109179126442243,4.007333185232471,3.6375861597263857,,4.215451855116122,0.5683371256994082,3.857607348953431,0.5548513197759034,3.8189138911104816,0.48100591360057027,1,0,0.08333333333333333,1.0,1.0,-0.6631226582407955,0.7485107481711007,-0.5000000000000004,0.8660254037844384,0.863013698630137,45,1,1,2
2018-11-19,43,0,0.0,0.0,0,1,0,2018,11,47,3.784189633918261,4.02535169073515,4.844187086458591,4.465908118654584,3.4965075614664802,3.58351893845611,,4.045022233932041,0.5704077505679191,3.8935676080099033,0.5371448184489684,3.8356364490656616,0.4755353768575465,0,1,0.08333333333333333,1.0,2.0,-0.5680647467311559,0.8229838658936564,-0.5000000000000004,0.8660254037844384,0.8821917808219178,46,1,1,3
2018-11-26,80,1,0.1129479735851728,0.0,1,0,0,2018,11,48,4.394449154672439,3.784189633918261,4.02535169073515,3.5263605246161616,3.713572066704308,3.332204510175204,,4.262044391446111,0.4621651012871423,3.9786772440059197,0.5580843023476688,3.924156836107097,0.4721585304710607,0,0,0.16666666666666666,2.0,0.0,-0.4647231720437684,0.88545602565321,-0.5000000000000004,0.8660254037844384,0.9013698630136986,47,1,1,4
2018-12-03,66,0,0.0,0.0439314696576219,0,0,1,2018,12,49,4.204692619390966,4.394449154672439,3.784189633918261,4.844187086458591,3.1780538303479458,4.04305126783455,,4.102170774679204,0.26009649337134205,4.107007092636297,0.45646832446908836,3.9376269487367987,0.4781267965583192,1,0,0.16666666666666666,1.0,1.0,-0.35460488704253595,0.9350162426854147,-2.4492935982947064e-16,1.0,0.9205479452054794,48,1,1,1
2018-12-10,63,0,0.0,0.0,0,0,0,2018,12,50,4.1588830833596715,4.204692619390966,4.394449154672439,4.02535169073515,3.6109179126442243,4.007333185232471,,4.135553622835335,0.2554786446952793,4.175502738975728,0.4101561956958751,3.950256106914065,0.48212021695131285,0,1,0.16666666666666666,1.0,2.0,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,0.9397260273972603,49,1,1,2
2018-12-17,88,0,0.0,0.0,0,1,0,2018,12,51,4.48863636973214,4.1588830833596715,4.204692619390966,3.784189633918261,4.465908118654584,3.4965075614664802,,4.311665306788804,0.1559460229639124,4.1783437703604225,0.4125269772241105,4.032933507602871,0.4823029860052478,0,0,0.16666666666666666,1.0,3.0,-0.12053668025532363,0.992708874098054,-2.4492935982947064e-16,1.0,0.958904109589041,50,1,1,3
2018-12-24,148,1,0.3673429341094214,0.0,1,1,0,2018,12,52,5.003946305945459,4.48863636973214,4.1588830833596715,4.394449154672439,3.5263605246161616,3.713572066704308,,4.464039594607059,0.3883664970983039,4.3630419930265845,0.4096827125870063,4.140464694206299,0.5444677571979278,0,0,0.25,1.0,0.0,6.432490598706546e-16,1.0,-2.4492935982947064e-16,1.0,0.9780821917808219,51,1,1,4
2018-12-31,70,0,0.0,0.1358909799118551,1,0,1,2018,12,1,4.2626798770413155,5.003946305945459,4.48863636973214,4.204692619390966,4.844187086458591,3.1780538303479458,3.5553480614894135,4.478536409019647,0.37635526655771584,4.290353591849425,0.36078933287492787,4.230850198097413,0.4524241707622054,1,0,0.25,1.0,1.0,0.12053668025532305,0.992708874098054,-2.4492935982947064e-16,1.0,0.9972602739726028,52,1,1,5
2019-01-07,59,0,0.0,0.0,0,0,1,2019,1,2,4.0943445622221,4.2626798770413155,5.003946305945459,4.1588830833596715,4.02535169073515,3.6109179126442243,3.828641396489095,4.462401778735254,0.3955223050430737,4.298977700785294,0.354316470540938,4.271135752228903,0.41191422019715074,0,1,0.25,1.0,2.0,0.23931566428755774,0.970941817426052,0.49999999999999994,0.8660254037844387,0.01643835616438356,53,0,0,1
2019-01-14,41,0,0.0,0.0,0,0,0,2019,1,3,3.7376696182833684,4.0943445622221,4.2626798770413155,4.48863636973214,3.784189633918261,4.465908118654584,3.58351893845611,4.274660090873061,0.533189886920491,4.293162698830932,0.3642155219073237,4.210449210531302,0.43368003895122087,0,0,0.25,1.0,3.0,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387,0.03561643835616438,54,0,0,2
2019-01-21,38,0,0.0,0.0,0,0,0,2019,1,4,3.6635616461296463,3.7376696182833684,4.0943445622221,5.003946305945459,4.394449154672439,3.5263605246161616,3.4011973816621555,3.9395639259191078,0.2859484412434396,4.201801760263083,0.4222278659419444,4.221882637324092,0.41542991280155844,0,0,0.25,0.0,4.0,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,0.0547945205479452,55,0,0,3
2019-01-28,17,0,0.0,0.0,0,0,0,2019,1,5,2.8903717578961645,3.6635616461296463,3.7376696182833684,4.2626798770413155,4.204692619390966,4.844187086458591,3.912023005428146,3.59648689613282,0.506916307113183,4.037511652576233,0.6269933895318844,4.059064693277223,0.5192603425443449,0,0,0.16666666666666666,0.0,5.0,0.5680647467311558,0.8229838658936564,0.49999999999999994,0.8660254037844387,0.07397260273972603,56,0,0,4
2019-02-04,71,0,0.0,0.0,0,1,0,2019,2,6,4.276666119016055,2.8903717578961645,3.6635616461296463,4.0943445622221,4.1588830833596715,4.02535169073515,4.3694478524670215,3.6420672853313083,0.5707783163634358,4.052234532033281,0.631616373485906,4.080007562300632,0.5228327479414394,0,0,0.16666666666666666,0.0,6.0,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,0.09315068493150686,57,0,0,1
2019-02-11,95,0,0.0,0.0,1,0,0,2019,2,7,4.564348191467836,4.276666119016055,2.8903717578961645,3.7376696182833684,4.48863636973214,3.784189633918261,4.204692619390966,3.8487369286274253,0.7411649742600271,4.061698509750243,0.6396061292508859,4.145020775429763,0.5311438676233774,0,0,0.16666666666666666,0.0,7.0,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,0.11232876712328767,58,0,0,2
2019-02-18,74,0,0.0,0.0,0,0,1,2019,2,8,4.31748811353631,4.564348191467836,4.276666119016055,3.6635616461296463,5.003946305945459,4.394449154672439,3.8066624897703196,4.012218545479092,0.7586192257694709,3.975891235699099,0.5321608658179398,4.138607355335086,0.528315399265122,0,0,0.08333333333333333,0.0,8.0,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,0.13150684931506848,59,0,0,3
2019-02-25,59,0,0.0,0.0,0,0,0,2019,2,9,4.0943445622221,4.31748811353631,4.564348191467836,2.8903717578961645,4.2626798770413155,4.204692619390966,3.9512437185814275,4.313211746560575,0.19349955085912124,3.9548493213466975,0.5224403832347402,4.129411683904347,0.5280208312315823,0,0,0.08333333333333333,0.0,9.0,0.8854560256532099,0.4647231720437686,0.8660254037844386,0.5000000000000001,0.1506849315068493,60,0,0,4
2019-03-04,73,0,0.0,0.0,0,0,0,2019,3,10,4.30406509320417,4.0943445622221,4.31748811353631,4.276666119016055,4.0943445622221,4.1588830833596715,3.9512437185814275,4.320061490107604,0.19225558594087216,3.9810643877194565,0.5355374568317772,4.141510184724722,0.5304153386038316,0,0,0.08333333333333333,0.0,10.0,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,0.16986301369863013,61,0,0,1
2019-03-11,57,0,0.0,0.0,0,0,0,2019,3,11,4.060443010546419,4.30406509320417,4.0943445622221,4.564348191467836,3.7376696182833684,4.48863636973214,3.7376696182833684,4.19408519487725,0.1355633746072769,4.021411061752338,0.5266660222322881,4.105827404792579,0.5192250269475579,0,0,0.08333333333333333,0.0,11.0,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,0.18904109589041096,62,0,0,2
2019-03-18,49,1,0.25831033272589,0.0,0,0,0,2019,3,12,3.912023005428146,4.060443010546419,4.30406509320417,4.31748811353631,3.6635616461296463,5.003946305945459,3.7612001156935624,4.092718917850209,0.16161950739797612,4.05246873166465,0.5095982457555155,4.014833796416136,0.43663230402668685,0,0,0.08333333333333333,1.0,0.0,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,0.20821917808219179,63,0,0,3
